Year Start,Year End,State,Class,Topic,Data Value Unit,Data Value(%),Age Group,Geolocation,Gender,Race/Ethnicity
2019,2022,AL,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.3,65 years or older,POINT (-86.63186076 32.84057112),Female,--
2019,2022,TX,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,39.0,50-64 years,POINT (-99.42677021 31.82724041),--,"White, non-Hispanic"
2019,2022,FL,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,6.7,50-64 years,POINT (-81.92896054 28.93204038),Male,--
2019,2022,SC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.1,65 years or older,POINT (-81.04537121 33.9988213),Female,--
2019,2022,CA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,16.1,65 years or older,POINT (-120.9999995 37.63864012),Male,--
2019,2022,AL,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,33.7,65 years or older,POINT (-86.63186076 32.84057112),Male,--
2019,2022,KS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,45.5,50-64 years,POINT (-98.20078123 38.3477403),Female,--
2019,2022,AZ,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,15.6,50-64 years,POINT (-111.7638113 34.86597028),Female,--
2019,2022,ME,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.5,50-64 years,POINT (-68.98503134 45.25422889),Male,--
2019,2022,RI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,32.4,50-64 years,POINT (-71.52247031 41.70828019),Male,--
2019,2022,TX,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,44.8,65 years or older,POINT (-99.42677021 31.82724041),--,"Black, non-Hispanic"
2019,2022,FL,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,38.9,Overall,POINT (-81.92896054 28.93204038),Female,--
2019,2022,NY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,39.7,Overall,POINT (-75.54397043 42.82700103),Female,--
2019,2022,TN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,37.7,65 years or older,POINT (-85.77449091 35.68094058),--,"White, non-Hispanic"
2019,2022,NY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.8,Overall,POINT (-75.54397043 42.82700103),--,Hispanic
2019,2022,WY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,7.7,Overall,POINT (-108.1098304 43.23554134),Male,--
2019,2022,NV,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,20.6,Overall,POINT (-117.0718406 39.49324039),--,"White, non-Hispanic"
2019,2022,NY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.2,Overall,POINT (-75.54397043 42.82700103),--,"Black, non-Hispanic"
2019,2022,GA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.2,65 years or older,POINT (-83.62758035 32.83968109),Female,--
2019,2022,OK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,16.6,65 years or older,POINT (-97.52107021 35.47203136),Male,--
2019,2022,MS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,42.2,65 years or older,POINT (-89.53803082 32.7455101),--,"White, non-Hispanic"
2019,2022,ND,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,4.8,50-64 years,POINT (-100.118421 47.47531978),Female,--
2019,2022,MS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.7,Overall,POINT (-89.53803082 32.7455101),--,"White, non-Hispanic"
2019,2022,NY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.9,50-64 years,POINT (-75.54397043 42.82700103),Female,--
2019,2022,TX,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,45.7,65 years or older,POINT (-99.42677021 31.82724041),--,Hispanic
2019,2022,NC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,40.4,50-64 years,POINT (-79.15925046 35.46622098),--,"White, non-Hispanic"
2019,2022,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.7,65 years or older,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2022,WA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.1,Overall,POINT (-120.4700108 47.52227863),--,"White, non-Hispanic"
2019,2022,TX,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,65.8,50-64 years,POINT (-99.42677021 31.82724041),--,Hispanic
2019,2022,IN,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.7,Overall,POINT (-86.14996019 39.76691045),Male,--
2019,2022,SD,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.4,65 years or older,POINT (-100.3735306 44.35313005),Female,--
2019,2022,WY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,33.4,Overall,POINT (-108.1098304 43.23554134),Female,--
2019,2022,MS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,47.7,65 years or older,POINT (-89.53803082 32.7455101),Female,--
2019,2022,MS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,32.9,65 years or older,POINT (-89.53803082 32.7455101),--,"White, non-Hispanic"
2019,2022,KY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,29.0,50-64 years,POINT (-84.77497105 37.64597027),Male,--
2019,2022,AR,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,43.3,Overall,POINT (-92.27449074 34.74865012),Female,--
2019,2022,NE,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,7.4,50-64 years,POINT (-99.36572062 41.64104099),--,"White, non-Hispanic"
2019,2022,NM,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,16.9,65 years or older,POINT (-106.240581 34.52088095),--,Hispanic
2019,2022,ME,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.6,65 years or older,POINT (-68.98503134 45.25422889),Female,--
2019,2022,WV,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,34.5,65 years or older,POINT (-80.71264013 38.6655102),--,"White, non-Hispanic"
2019,2022,MN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,30.0,Overall,POINT (-94.7942005 46.35564874),Male,--
2019,2022,NH,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,32.7,50-64 years,POINT (-71.50036092 43.65595011),Female,--
2019,2022,IL,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,62.9,Overall,POINT (-88.99771018 40.48501028),Female,--
2019,2022,ME,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,25.4,65 years or older,POINT (-68.98503134 45.25422889),Female,--
2019,2022,DC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.5,Overall,POINT (-77.036871 38.907192),Male,--
2019,2022,NC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,7.7,Overall,POINT (-79.15925046 35.46622098),--,"White, non-Hispanic"
2019,2022,KS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,24.6,65 years or older,POINT (-98.20078123 38.3477403),--,"White, non-Hispanic"
2019,2022,VA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,19.7,65 years or older,POINT (-78.45789046 37.54268067),--,"White, non-Hispanic"
2019,2022,CA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,33.2,50-64 years,POINT (-120.9999995 37.63864012),Female,--
2019,2022,NC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,7.1,65 years or older,POINT (-79.15925046 35.46622098),Female,--
2019,2022,LA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,27.4,65 years or older,POINT (-92.44568007 31.31266064),--,"White, non-Hispanic"
2019,2022,TN,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,19.5,65 years or older,POINT (-85.77449091 35.68094058),--,"Black, non-Hispanic"
2019,2022,UT,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,40.5,Overall,POINT (-111.5871306 39.36070017),Female,--
2019,2022,WV,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.5,Overall,POINT (-80.71264013 38.6655102),--,"White, non-Hispanic"
2019,2022,KY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,46.2,50-64 years,POINT (-84.77497105 37.64597027),--,"White, non-Hispanic"
2019,2022,MD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,28.4,Overall,POINT (-76.60926011 39.29058096),Female,--
2019,2022,DE,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.2,Overall,POINT (-75.57774117 39.00883067),--,"Black, non-Hispanic"
2019,2022,CO,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,24.7,Overall,POINT (-106.1336109 38.84384076),Female,--
2019,2022,AR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.6,50-64 years,POINT (-92.27449074 34.74865012),--,"White, non-Hispanic"
2019,2022,FL,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,42.5,50-64 years,POINT (-81.92896054 28.93204038),Female,--
2019,2022,CO,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,16.6,65 years or older,POINT (-106.1336109 38.84384076),Female,--
2019,2022,TN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,57.5,Overall,POINT (-85.77449091 35.68094058),--,"Black, non-Hispanic"
2019,2022,CT,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.3,50-64 years,POINT (-72.64984095 41.56266102),Female,--
2019,2022,AL,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.3,65 years or older,POINT (-86.63186076 32.84057112),Male,--
2019,2022,TX,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,32.4,Overall,POINT (-99.42677021 31.82724041),--,"White, non-Hispanic"
2019,2022,ND,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,7.3,50-64 years,POINT (-100.118421 47.47531978),Male,--
2019,2022,TN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,38.9,50-64 years,POINT (-85.77449091 35.68094058),Male,--
2019,2022,RI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,31.7,50-64 years,POINT (-71.52247031 41.70828019),Female,--
2019,2022,KY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,45.7,65 years or older,POINT (-84.77497105 37.64597027),Female,--
2019,2022,AL,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,32.5,65 years or older,POINT (-86.63186076 32.84057112),--,"White, non-Hispanic"
2019,2022,DC,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,45.0,65 years or older,POINT (-77.036871 38.907192),Female,--
2019,2022,AR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.3,50-64 years,POINT (-92.27449074 34.74865012),--,"Black, non-Hispanic"
2019,2022,MN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,16.5,65 years or older,POINT (-94.7942005 46.35564874),Male,--
2019,2022,LA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.0,65 years or older,POINT (-92.44568007 31.31266064),--,"White, non-Hispanic"
2019,2022,CT,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.7,65 years or older,POINT (-72.64984095 41.56266102),Female,--
2019,2022,LA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.9,65 years or older,POINT (-92.44568007 31.31266064),Male,--
2019,2022,NV,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.9,Overall,POINT (-117.0718406 39.49324039),Male,--
2019,2022,TN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,46.0,65 years or older,POINT (-85.77449091 35.68094058),Female,--
2019,2022,AK,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.5,65 years or older,POINT (-147.722059 64.84507996),Female,--
2019,2022,MS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.3,50-64 years,POINT (-89.53803082 32.7455101),Male,--
2019,2022,AL,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.2,65 years or older,POINT (-86.63186076 32.84057112),--,"White, non-Hispanic"
2019,2022,VT,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,47.7,50-64 years,POINT (-72.51764079 43.62538124),Male,--
2019,2022,OH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.0,50-64 years,POINT (-82.40426006 40.06021014),Male,--
2019,2022,NH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,32.9,65 years or older,POINT (-71.50036092 43.65595011),Male,--
2019,2022,HI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,38.6,65 years or older,POINT (-157.8577494 21.30485044),Male,--
2019,2022,WV,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.9,65 years or older,POINT (-80.71264013 38.6655102),Male,--
2019,2022,VT,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,19.8,Overall,POINT (-72.51764079 43.62538124),Female,--
2019,2022,DE,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,7.7,65 years or older,POINT (-75.57774117 39.00883067),Male,--
2019,2022,NE,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,33.5,Overall,POINT (-99.36572062 41.64104099),Male,--
2019,2022,MD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,28.4,Overall,POINT (-76.60926011 39.29058096),--,"White, non-Hispanic"
2019,2022,VT,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.6,50-64 years,POINT (-72.51764079 43.62538124),Female,--
2019,2022,TX,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,34.9,50-64 years,POINT (-99.42677021 31.82724041),--,"White, non-Hispanic"
2019,2022,NY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,32.3,65 years or older,POINT (-75.54397043 42.82700103),Male,--
2019,2022,NH,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,5.7,50-64 years,POINT (-71.50036092 43.65595011),Female,--
2019,2022,NH,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,29.7,65 years or older,POINT (-71.50036092 43.65595011),--,"White, non-Hispanic"
2019,2022,NM,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,15.4,65 years or older,POINT (-106.240581 34.52088095),Male,--
2019,2022,DC,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,57.6,65 years or older,POINT (-77.036871 38.907192),--,"Black, non-Hispanic"
2019,2022,TN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,21.9,65 years or older,POINT (-85.77449091 35.68094058),Male,--
2019,2022,NH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,27.7,Overall,POINT (-71.50036092 43.65595011),Female,--
2019,2022,MO,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.2,50-64 years,POINT (-92.56630005 38.63579078),--,"White, non-Hispanic"
2019,2022,WV,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,49.8,Overall,POINT (-80.71264013 38.6655102),Female,--
2019,2022,MD,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.1,Overall,POINT (-76.60926011 39.29058096),Male,--
2019,2022,MS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,55.6,50-64 years,POINT (-89.53803082 32.7455101),Female,--
2019,2022,KS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,22.1,65 years or older,POINT (-98.20078123 38.3477403),Male,--
2019,2022,DE,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.4,Overall,POINT (-75.57774117 39.00883067),Female,--
2019,2022,AZ,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,17.9,Overall,POINT (-111.7638113 34.86597028),Male,--
2019,2022,OH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,25.8,65 years or older,POINT (-82.40426006 40.06021014),Female,--
2019,2022,NY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,16.2,Overall,POINT (-75.54397043 42.82700103),--,Asian/Pacific Islander
2019,2022,NC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,6.9,50-64 years,POINT (-79.15925046 35.46622098),--,"Black, non-Hispanic"
2019,2022,NY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.4,65 years or older,POINT (-75.54397043 42.82700103),--,"White, non-Hispanic"
2019,2022,AL,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,52.3,Overall,POINT (-86.63186076 32.84057112),--,"Black, non-Hispanic"
2019,2022,NV,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,20.4,65 years or older,POINT (-117.0718406 39.49324039),Male,--
2019,2022,HI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.5,65 years or older,POINT (-157.8577494 21.30485044),Male,--
2019,2022,CO,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,12.5,65 years or older,POINT (-106.1336109 38.84384076),--,"White, non-Hispanic"
2019,2022,MS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,50.6,50-64 years,POINT (-89.53803082 32.7455101),Male,--
2019,2022,WV,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,16.4,50-64 years,POINT (-80.71264013 38.6655102),Female,--
2019,2022,AR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.3,Overall,POINT (-92.27449074 34.74865012),Male,--
2019,2022,NM,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,16.2,50-64 years,POINT (-106.240581 34.52088095),--,Native Am/Alaskan Native
2019,2022,KS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,28.9,65 years or older,POINT (-98.20078123 38.3477403),Female,--
2019,2022,OK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.2,50-64 years,POINT (-97.52107021 35.47203136),--,"White, non-Hispanic"
2019,2022,IL,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,5.0,50-64 years,POINT (-88.99771018 40.48501028),Female,--
2019,2022,SC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.7,65 years or older,POINT (-81.04537121 33.9988213),Female,--
2019,2022,NY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,33.8,50-64 years,POINT (-75.54397043 42.82700103),--,"White, non-Hispanic"
2019,2022,KY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.7,50-64 years,POINT (-84.77497105 37.64597027),Male,--
2019,2022,NM,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,50.3,Overall,POINT (-106.240581 34.52088095),Female,--
2019,2022,LA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,49.3,50-64 years,POINT (-92.44568007 31.31266064),Male,--
2019,2022,TN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,47.3,Overall,POINT (-85.77449091 35.68094058),Male,--
2019,2022,LA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,43.8,Overall,POINT (-92.44568007 31.31266064),Female,--
2019,2022,GA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.8,65 years or older,POINT (-83.62758035 32.83968109),--,"White, non-Hispanic"
2019,2022,AK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,5.6,50-64 years,POINT (-147.722059 64.84507996),Male,--
2019,2022,WA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.0,50-64 years,POINT (-120.4700108 47.52227863),--,"White, non-Hispanic"
2019,2022,DC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,36.6,Overall,POINT (-77.036871 38.907192),Female,--
2019,2022,SD,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,7.8,50-64 years,POINT (-100.3735306 44.35313005),Male,--
2019,2022,DC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.3,Overall,POINT (-77.036871 38.907192),--,"White, non-Hispanic"
2019,2022,VA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.9,50-64 years,POINT (-78.45789046 37.54268067),--,"Black, non-Hispanic"
2019,2022,ID,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,23.3,Overall,POINT (-114.36373 43.68263001),Female,--
2019,2022,NY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,44.0,50-64 years,POINT (-75.54397043 42.82700103),Male,--
2019,2022,DC,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,40.9,Overall,POINT (-77.036871 38.907192),Male,--
2019,2022,MI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.8,Overall,POINT (-84.71439027 44.66131954),Female,--
2019,2022,HI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,38.8,65 years or older,POINT (-157.8577494 21.30485044),Female,--
2019,2022,VT,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,31.9,50-64 years,POINT (-72.51764079 43.62538124),Male,--
2019,2022,IA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.0,50-64 years,POINT (-93.81649056 42.46940091),Male,--
2019,2022,KY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.7,50-64 years,POINT (-84.77497105 37.64597027),--,"White, non-Hispanic"
2019,2022,IL,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.9,65 years or older,POINT (-88.99771018 40.48501028),Male,--
2019,2022,CT,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.3,Overall,POINT (-72.64984095 41.56266102),Female,--
2019,2022,DC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.3,50-64 years,POINT (-77.036871 38.907192),Male,--
2019,2022,VT,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,16.6,65 years or older,POINT (-72.51764079 43.62538124),Male,--
2019,2022,GA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.2,50-64 years,POINT (-83.62758035 32.83968109),--,"Black, non-Hispanic"
2019,2022,NY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.2,65 years or older,POINT (-75.54397043 42.82700103),--,"Black, non-Hispanic"
2019,2022,NY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,43.8,Overall,POINT (-75.54397043 42.82700103),--,"Black, non-Hispanic"
2019,2022,IN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,50.0,50-64 years,POINT (-86.14996019 39.76691045),Female,--
2019,2022,CO,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,21.1,65 years or older,POINT (-106.1336109 38.84384076),Female,--
2019,2022,OR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.6,Overall,POINT (-120.1550313 44.56744942),Male,--
2019,2022,VT,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,27.2,65 years or older,POINT (-72.51764079 43.62538124),Female,--
2019,2022,HI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.7,50-64 years,POINT (-157.8577494 21.30485044),Female,--
2019,2022,IL,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,39.1,Overall,POINT (-88.99771018 40.48501028),--,"White, non-Hispanic"
2019,2022,SD,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.0,Overall,POINT (-100.3735306 44.35313005),Female,--
2019,2022,MD,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,22.0,50-64 years,POINT (-76.60926011 39.29058096),Female,--
2019,2022,AL,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,45.6,Overall,POINT (-86.63186076 32.84057112),Female,--
2019,2022,VA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.0,Overall,POINT (-78.45789046 37.54268067),--,"Black, non-Hispanic"
2019,2022,TN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,40.8,Overall,POINT (-85.77449091 35.68094058),Female,--
2019,2022,TN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,27.6,65 years or older,POINT (-85.77449091 35.68094058),--,"White, non-Hispanic"
2019,2022,NY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,44.8,Overall,POINT (-75.54397043 42.82700103),--,"Black, non-Hispanic"
2019,2022,IA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,43.3,65 years or older,POINT (-93.81649056 42.46940091),Female,--
2019,2022,WI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,26.2,Overall,POINT (-89.81637074 44.39319117),Male,--
2019,2022,UT,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.4,50-64 years,POINT (-111.5871306 39.36070017),Female,--
2019,2022,ME,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,19.9,65 years or older,POINT (-68.98503134 45.25422889),Male,--
2019,2022,MD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,26.5,65 years or older,POINT (-76.60926011 39.29058096),Male,--
2019,2022,MD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,33.9,Overall,POINT (-76.60926011 39.29058096),Male,--
2019,2022,KY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,45.7,Overall,POINT (-84.77497105 37.64597027),Female,--
2019,2022,IL,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,44.2,65 years or older,POINT (-88.99771018 40.48501028),--,"White, non-Hispanic"
2019,2022,HI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,31.0,50-64 years,POINT (-157.8577494 21.30485044),Male,--
2019,2022,MO,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.8,Overall,POINT (-92.56630005 38.63579078),Male,--
2019,2022,ME,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,18.6,50-64 years,POINT (-68.98503134 45.25422889),Male,--
