Year Start,Year End,State,Class,Topic,Data Value Unit,Data Value(%),Age Group,Geolocation,Gender,Race and Ethnicity,Longitude,Latitude
2019,2022,VT,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,16.6,65 years or older,"-72.51764079,43.62538124",Male,--,-72.51764079,43.62538124
2019,2022,GA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.2,50-64 years,"-83.62758035,32.83968109",--,"Black, non-Hispanic",-83.62758035,32.83968109
2019,2022,NY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.2,65 years or older,"-75.54397043,42.82700103",--,"Black, non-Hispanic",-75.54397043,42.82700103
2019,2022,NY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,43.8,Overall,"-75.54397043,42.82700103",--,"Black, non-Hispanic",-75.54397043,42.82700103
2019,2022,IN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,50.0,50-64 years,"-86.14996019,39.76691045",Female,--,-86.14996019,39.76691045
2019,2022,CO,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,21.1,65 years or older,"-106.1336109,38.84384076",Female,--,-106.1336109,38.84384076
2019,2022,OR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.6,Overall,"-120.1550313,44.56744942",Male,--,-120.1550313,44.56744942
2019,2022,VT,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,27.2,65 years or older,"-72.51764079,43.62538124",Female,--,-72.51764079,43.62538124
2019,2022,HI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.7,50-64 years,"-157.8577494,21.30485044",Female,--,-157.8577494,21.30485044
2019,2022,IL,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,39.1,Overall,"-88.99771018,40.48501028",--,"White, non-Hispanic",-88.99771018,40.48501028
2019,2022,SD,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.0,Overall,"-100.3735306,44.35313005",Female,--,-100.3735306,44.35313005
2019,2022,MD,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,22.0,50-64 years,"-76.60926011,39.29058096",Female,--,-76.60926011,39.29058096
2019,2022,AL,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,45.6,Overall,"-86.63186076,32.84057112",Female,--,-86.63186076,32.84057112
2019,2022,VA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.0,Overall,"-78.45789046,37.54268067",--,"Black, non-Hispanic",-78.45789046,37.54268067
2019,2022,TN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,40.8,Overall,"-85.77449091,35.68094058",Female,--,-85.77449091,35.68094058
2019,2022,TN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,27.6,65 years or older,"-85.77449091,35.68094058",--,"White, non-Hispanic",-85.77449091,35.68094058
2019,2022,NY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,44.8,Overall,"-75.54397043,42.82700103",--,"Black, non-Hispanic",-75.54397043,42.82700103
2019,2022,IA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,43.3,65 years or older,"-93.81649056,42.46940091",Female,--,-93.81649056,42.46940091
2019,2022,WI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,26.2,Overall,"-89.81637074,44.39319117",Male,--,-89.81637074,44.39319117
2019,2022,UT,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.4,50-64 years,"-111.5871306,39.36070017",Female,--,-111.5871306,39.36070017
2019,2022,ME,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,19.9,65 years or older,"-68.98503134,45.25422889",Male,--,-68.98503134,45.25422889
2019,2022,MD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,26.5,65 years or older,"-76.60926011,39.29058096",Male,--,-76.60926011,39.29058096
2019,2022,MD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,33.9,Overall,"-76.60926011,39.29058096",Male,--,-76.60926011,39.29058096
2019,2022,KY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,45.7,Overall,"-84.77497105,37.64597027",Female,--,-84.77497105,37.64597027
2019,2022,IL,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,44.2,65 years or older,"-88.99771018,40.48501028",--,"White, non-Hispanic",-88.99771018,40.48501028
2019,2022,HI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,31.0,50-64 years,"-157.8577494,21.30485044",Male,--,-157.8577494,21.30485044
2019,2022,MO,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.8,Overall,"-92.56630005,38.63579078",Male,--,-92.56630005,38.63579078
2019,2022,ME,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,18.6,50-64 years,"-68.98503134,45.25422889",Male,--,-68.98503134,45.25422889
2019,2022,NV,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.3,50-64 years,"-117.0718406,39.49324039",Male,--,-117.0718406,39.49324039
2019,2022,OH,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.0,Overall,"-82.40426006,40.06021014",--,"White, non-Hispanic",-82.40426006,40.06021014
2019,2022,SD,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.1,Overall,"-100.3735306,44.35313005",Male,--,-100.3735306,44.35313005
2019,2022,NV,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.8,65 years or older,"-117.0718406,39.49324039",Female,--,-117.0718406,39.49324039
2019,2022,OR,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,41.6,50-64 years,"-120.1550313,44.56744942",Female,--,-120.1550313,44.56744942
2019,2022,NH,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.3,65 years or older,"-71.50036092,43.65595011",Female,--,-71.50036092,43.65595011
2019,2022,DE,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,6.7,50-64 years,"-75.57774117,39.00883067",Female,--,-75.57774117,39.00883067
2019,2022,AL,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,48.5,50-64 years,"-86.63186076,32.84057112",--,"Black, non-Hispanic",-86.63186076,32.84057112
2019,2022,LA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.6,50-64 years,"-92.44568007,31.31266064",--,"White, non-Hispanic",-92.44568007,31.31266064
2019,2022,ID,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.6,50-64 years,"-114.36373,43.68263001",Female,--,-114.36373,43.68263001
2019,2022,NM,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,33.4,Overall,"-106.240581,34.52088095",--,"White, non-Hispanic",-106.240581,34.52088095
2019,2022,GA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,47.6,Overall,"-83.62758035,32.83968109",--,"Black, non-Hispanic",-83.62758035,32.83968109
2019,2022,MS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.2,Overall,"-89.53803082,32.7455101",Male,--,-89.53803082,32.7455101
2019,2022,UT,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,34.6,50-64 years,"-111.5871306,39.36070017",--,"White, non-Hispanic",-111.5871306,39.36070017
2019,2022,GA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,39.9,Overall,"-83.62758035,32.83968109",Female,--,-83.62758035,32.83968109
2019,2022,TX,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.6,50-64 years,"-99.42677021,31.82724041",Female,--,-99.42677021,31.82724041
2019,2022,NH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,22.4,50-64 years,"-71.50036092,43.65595011",--,"White, non-Hispanic",-71.50036092,43.65595011
2019,2022,NC,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,39.1,65 years or older,"-79.15925046,35.46622098",--,"White, non-Hispanic",-79.15925046,35.46622098
2019,2022,OK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.3,Overall,"-97.52107021,35.47203136",--,"White, non-Hispanic",-97.52107021,35.47203136
2019,2022,MI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,34.9,50-64 years,"-84.71439027,44.66131954",--,"White, non-Hispanic",-84.71439027,44.66131954
2019,2022,IA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,28.8,50-64 years,"-93.81649056,42.46940091",Female,--,-93.81649056,42.46940091
2019,2022,CO,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,16.4,65 years or older,"-106.1336109,38.84384076",--,"White, non-Hispanic",-106.1336109,38.84384076
2019,2022,TN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,53.6,50-64 years,"-85.77449091,35.68094058",Female,--,-85.77449091,35.68094058
2019,2022,KS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.9,Overall,"-98.20078123,38.3477403",--,"White, non-Hispanic",-98.20078123,38.3477403
2019,2022,MO,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.2,50-64 years,"-92.56630005,38.63579078",Female,--,-92.56630005,38.63579078
2019,2022,AL,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,35.0,65 years or older,"-86.63186076,32.84057112",Female,--,-86.63186076,32.84057112
2019,2022,NC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,34.5,50-64 years,"-79.15925046,35.46622098",--,Native Am/Alaskan Native,-79.15925046,35.46622098
2019,2022,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.6,50-64 years,"-77.86070029,40.79373015",Male,--,-77.86070029,40.79373015
2019,2022,KY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.2,65 years or older,"-84.77497105,37.64597027",Female,--,-84.77497105,37.64597027
2019,2022,HI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.7,Overall,"-157.8577494,21.30485044",--,"White, non-Hispanic",-157.8577494,21.30485044
2019,2022,NE,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,20.7,65 years or older,"-99.36572062,41.64104099",--,"White, non-Hispanic",-99.36572062,41.64104099
2019,2022,TX,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,33.2,65 years or older,"-99.42677021,31.82724041",Male,--,-99.42677021,31.82724041
2019,2022,MN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.0,Overall,"-94.7942005,46.35564874",Female,--,-94.7942005,46.35564874
2019,2022,CT,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.1,Overall,"-72.64984095,41.56266102",Male,--,-72.64984095,41.56266102
2019,2022,IN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,25.5,65 years or older,"-86.14996019,39.76691045",Male,--,-86.14996019,39.76691045
2019,2022,IN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,33.1,65 years or older,"-86.14996019,39.76691045",Female,--,-86.14996019,39.76691045
2019,2022,OK,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,36.3,65 years or older,"-97.52107021,35.47203136",Female,--,-97.52107021,35.47203136
2019,2022,NE,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,32.3,Overall,"-99.36572062,41.64104099",Female,--,-99.36572062,41.64104099
2019,2022,CA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.9,50-64 years,"-120.9999995,37.63864012",Male,--,-120.9999995,37.63864012
2019,2022,AL,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,43.7,50-64 years,"-86.63186076,32.84057112",Female,--,-86.63186076,32.84057112
2019,2022,WI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,28.1,Overall,"-89.81637074,44.39319117",Female,--,-89.81637074,44.39319117
2019,2022,WY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,28.9,65 years or older,"-108.1098304,43.23554134",Female,--,-108.1098304,43.23554134
2019,2022,MI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.3,50-64 years,"-84.71439027,44.66131954",Male,--,-84.71439027,44.66131954
2019,2022,KY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,38.1,Overall,"-84.77497105,37.64597027",Male,--,-84.77497105,37.64597027
2019,2022,TX,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,24.9,65 years or older,"-99.42677021,31.82724041",--,"White, non-Hispanic",-99.42677021,31.82724041
2019,2022,WA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,28.0,Overall,"-120.4700108,47.52227863",Male,--,-120.4700108,47.52227863
2019,2022,MS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,51.4,65 years or older,"-89.53803082,32.7455101",--,"Black, non-Hispanic",-89.53803082,32.7455101
2019,2022,AL,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,40.8,Overall,"-86.63186076,32.84057112",--,"White, non-Hispanic",-86.63186076,32.84057112
2019,2022,AK,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,44.3,Overall,"-147.722059,64.84507996",Female,--,-147.722059,64.84507996
2019,2022,CO,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,17.4,65 years or older,"-106.1336109,38.84384076",Male,--,-106.1336109,38.84384076
2019,2022,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,31.7,50-64 years,"-77.86070029,40.79373015",--,"White, non-Hispanic",-77.86070029,40.79373015
2019,2022,ID,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.2,65 years or older,"-114.36373,43.68263001",Female,--,-114.36373,43.68263001
2019,2022,NC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,32.1,65 years or older,"-79.15925046,35.46622098",Male,--,-79.15925046,35.46622098
2019,2022,WA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.0,50-64 years,"-120.4700108,47.52227863",Female,--,-120.4700108,47.52227863
2019,2022,TX,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,61.7,50-64 years,"-99.42677021,31.82724041",--,"Black, non-Hispanic",-99.42677021,31.82724041
2019,2022,OR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.4,50-64 years,"-120.1550313,44.56744942",Female,--,-120.1550313,44.56744942
2019,2022,MO,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,41.1,50-64 years,"-92.56630005,38.63579078",Female,--,-92.56630005,38.63579078
2019,2022,UT,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.0,50-64 years,"-111.5871306,39.36070017",--,"White, non-Hispanic",-111.5871306,39.36070017
2019,2022,KY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.4,50-64 years,"-84.77497105,37.64597027",Female,--,-84.77497105,37.64597027
2019,2022,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.7,Overall,"-77.86070029,40.79373015",Female,--,-77.86070029,40.79373015
2019,2022,ME,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,45.2,50-64 years,"-68.98503134,45.25422889",Female,--,-68.98503134,45.25422889
2019,2022,NH,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,31.2,65 years or older,"-71.50036092,43.65595011",Female,--,-71.50036092,43.65595011
2019,2022,LA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.5,Overall,"-92.44568007,31.31266064",Female,--,-92.44568007,31.31266064
2019,2022,MI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,32.1,50-64 years,"-84.71439027,44.66131954",--,"White, non-Hispanic",-84.71439027,44.66131954
2019,2022,AK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.5,65 years or older,"-147.722059,64.84507996",Male,--,-147.722059,64.84507996
2019,2022,TX,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,44.8,50-64 years,"-99.42677021,31.82724041",Male,--,-99.42677021,31.82724041
2019,2022,TX,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.5,65 years or older,"-99.42677021,31.82724041",--,"White, non-Hispanic",-99.42677021,31.82724041
2019,2022,IN,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.0,50-64 years,"-86.14996019,39.76691045",Male,--,-86.14996019,39.76691045
2019,2022,NM,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,32.6,65 years or older,"-106.240581,34.52088095",Female,--,-106.240581,34.52088095
2019,2022,WA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.6,Overall,"-120.4700108,47.52227863",Male,--,-120.4700108,47.52227863
2019,2022,HI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.3,Overall,"-157.8577494,21.30485044",Female,--,-157.8577494,21.30485044
2019,2022,WV,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.7,65 years or older,"-80.71264013,38.6655102",Female,--,-80.71264013,38.6655102
2019,2022,MD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,23.5,65 years or older,"-76.60926011,39.29058096",--,"White, non-Hispanic",-76.60926011,39.29058096
2019,2022,MS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.4,65 years or older,"-89.53803082,32.7455101",--,"Black, non-Hispanic",-89.53803082,32.7455101
2019,2022,GA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,41.6,Overall,"-83.62758035,32.83968109",Female,--,-83.62758035,32.83968109
2019,2022,SC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.6,65 years or older,"-81.04537121,33.9988213",Male,--,-81.04537121,33.9988213
2019,2022,MN,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.7,65 years or older,"-94.7942005,46.35564874",Male,--,-94.7942005,46.35564874
2019,2022,NV,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,34.1,Overall,"-117.0718406,39.49324039",Male,--,-117.0718406,39.49324039
2019,2022,VT,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.3,Overall,"-72.51764079,43.62538124",Male,--,-72.51764079,43.62538124
2019,2022,AL,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,47.6,50-64 years,"-86.63186076,32.84057112",--,"White, non-Hispanic",-86.63186076,32.84057112
2019,2022,TX,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,57.0,50-64 years,"-99.42677021,31.82724041",Male,--,-99.42677021,31.82724041
2019,2022,WI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.6,50-64 years,"-89.81637074,44.39319117",Male,--,-89.81637074,44.39319117
2019,2022,MO,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,24.7,65 years or older,"-92.56630005,38.63579078",Male,--,-92.56630005,38.63579078
2019,2022,MO,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,34.6,50-64 years,"-92.56630005,38.63579078",Male,--,-92.56630005,38.63579078
2019,2022,CA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,37.8,Overall,"-120.9999995,37.63864012",Male,--,-120.9999995,37.63864012
2019,2022,NV,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.6,Overall,"-117.0718406,39.49324039",Female,--,-117.0718406,39.49324039
2019,2022,PA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,22.6,65 years or older,"-77.86070029,40.79373015",--,"White, non-Hispanic",-77.86070029,40.79373015
2019,2022,TX,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,47.1,Overall,"-99.42677021,31.82724041",--,Hispanic,-99.42677021,31.82724041
2019,2022,MI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.9,65 years or older,"-84.71439027,44.66131954",Female,--,-84.71439027,44.66131954
2019,2022,MN,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.8,65 years or older,"-94.7942005,46.35564874",--,"White, non-Hispanic",-94.7942005,46.35564874
2019,2022,MO,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,38.1,Overall,"-92.56630005,38.63579078",Female,--,-92.56630005,38.63579078
2019,2022,TN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,52.6,50-64 years,"-85.77449091,35.68094058",--,"White, non-Hispanic",-85.77449091,35.68094058
2019,2022,NC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,6.5,50-64 years,"-79.15925046,35.46622098",Male,--,-79.15925046,35.46622098
2019,2022,ND,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,23.1,Overall,"-100.118421,47.47531978",Female,--,-100.118421,47.47531978
2019,2022,TX,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,34.0,65 years or older,"-99.42677021,31.82724041",Female,--,-99.42677021,31.82724041
2019,2022,VT,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.9,Overall,"-72.51764079,43.62538124",Female,--,-72.51764079,43.62538124
2019,2022,WV,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,46.2,Overall,"-80.71264013,38.6655102",--,"White, non-Hispanic",-80.71264013,38.6655102
2019,2022,TN,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,26.7,Overall,"-85.77449091,35.68094058",--,Native Am/Alaskan Native,-85.77449091,35.68094058
2019,2022,MO,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,39.6,65 years or older,"-92.56630005,38.63579078",Female,--,-92.56630005,38.63579078
2019,2022,TX,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,41.9,65 years or older,"-99.42677021,31.82724041",Female,--,-99.42677021,31.82724041
2019,2022,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,36.0,50-64 years,"-77.86070029,40.79373015",Male,--,-77.86070029,40.79373015
2019,2022,NY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.6,65 years or older,"-75.54397043,42.82700103",--,"White, non-Hispanic",-75.54397043,42.82700103
2019,2022,OK,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,23.6,65 years or older,"-97.52107021,35.47203136",--,"White, non-Hispanic",-97.52107021,35.47203136
2019,2022,SC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,25.2,65 years or older,"-81.04537121,33.9988213",Male,--,-81.04537121,33.9988213
2019,2022,TN,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,21.7,Overall,"-85.77449091,35.68094058",--,"Black, non-Hispanic",-85.77449091,35.68094058
2019,2022,WA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,34.5,50-64 years,"-120.4700108,47.52227863",Male,--,-120.4700108,47.52227863
2019,2022,TX,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,43.6,50-64 years,"-99.42677021,31.82724041",Female,--,-99.42677021,31.82724041
2019,2022,HI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.4,Overall,"-157.8577494,21.30485044",Male,--,-157.8577494,21.30485044
2019,2022,CO,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.4,65 years or older,"-106.1336109,38.84384076",Male,--,-106.1336109,38.84384076
2019,2022,VA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.3,65 years or older,"-78.45789046,37.54268067",--,"Black, non-Hispanic",-78.45789046,37.54268067
2019,2022,TX,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,45.7,65 years or older,"-99.42677021,31.82724041",--,"Black, non-Hispanic",-99.42677021,31.82724041
2019,2022,NE,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,33.0,50-64 years,"-99.36572062,41.64104099",Female,--,-99.36572062,41.64104099
2019,2022,FL,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.6,Overall,"-81.92896054,28.93204038",Male,--,-81.92896054,28.93204038
2019,2022,SD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,32.2,Overall,"-100.3735306,44.35313005",Female,--,-100.3735306,44.35313005
2019,2022,WA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,18.9,65 years or older,"-120.4700108,47.52227863",Male,--,-120.4700108,47.52227863
2019,2022,RI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,34.3,Overall,"-71.52247031,41.70828019",Male,--,-71.52247031,41.70828019
2019,2022,AR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.1,50-64 years,"-92.27449074,34.74865012",Female,--,-92.27449074,34.74865012
2019,2022,GA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,34.4,Overall,"-83.62758035,32.83968109",--,"White, non-Hispanic",-83.62758035,32.83968109
2019,2022,ND,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,5.6,50-64 years,"-100.118421,47.47531978",--,"White, non-Hispanic",-100.118421,47.47531978
2019,2022,OH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,22.9,65 years or older,"-82.40426006,40.06021014",Male,--,-82.40426006,40.06021014
2019,2022,OK,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,37.3,50-64 years,"-97.52107021,35.47203136",Female,--,-97.52107021,35.47203136
2019,2022,MS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,44.9,Overall,"-89.53803082,32.7455101",--,"White, non-Hispanic",-89.53803082,32.7455101
2019,2022,MS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,55.0,50-64 years,"-89.53803082,32.7455101",--,"Black, non-Hispanic",-89.53803082,32.7455101
2019,2022,KY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.0,65 years or older,"-84.77497105,37.64597027",--,"White, non-Hispanic",-84.77497105,37.64597027
2019,2022,TX,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.7,50-64 years,"-99.42677021,31.82724041",--,Hispanic,-99.42677021,31.82724041
2019,2022,DE,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.3,50-64 years,"-75.57774117,39.00883067",--,"Black, non-Hispanic",-75.57774117,39.00883067
